COD_ID,ReducedFormula,Metals,natoms,Volume_A3,n_CO3,has_OH,has_H2O,Class,Name
4135376,NaZnHCO4,Na Zn,16,169.4,2,True,False,Bicarbonate/Hydroxyl-carbonate,"Peng, Guang; Lin, Chensheng; Ye, Ning
NaZnCO3(OH): A High-Performance Carbonate Ultraviole"
